Il numero finale delle occorrenze di ogni Word è il seguente (ordinato per conteggio decrescente).
Parola: villaggio - Occorrenze: 23820
Parola: le - Occorrenze: 23805
Parola: e - Occorrenze: 23448
Parola: la - Occorrenze: 22188
Parola: con - Occorrenze: 15768
Parola: mentre - Occorrenze: 11916
Parola: i - Occorrenze: 11916
Parola: vita - Occorrenze: 11916
Parola: nel - Occorrenze: 11904
Parola: degli - Occorrenze: 10632
Parola: era - Occorrenze: 10632
Parola: dalle - Occorrenze: 10632
Parola: del - Occorrenze: 10632
Parola: colorati - Occorrenze: 9348
Parola: abilit - Occorrenze: 9348
Parola: maestria - Occorrenze: 9348
Parola: bambini - Occorrenze: 9348
Parola: giocavano - Occorrenze: 9348
Parola: felici - Occorrenze: 9348
Parola: tra - Occorrenze: 9348
Parola: fronde - Occorrenze: 9348
Parola: alberi - Occorrenze: 9348
Parola: secolari - Occorrenze: 9348
Parola: scandita - Occorrenze: 9348
Parola: stagioni - Occorrenze: 9348
Parola: donne - Occorrenze: 9348
Parola: intrecciavano - Occorrenze: 9348
Parola: cesti - Occorrenze: 9348
Parola: un - Occorrenze: 8964
Parola: di - Occorrenze: 8964
Parola: l - Occorrenze: 5124
Parola: che - Occorrenze: 5124
Parola: in - Occorrenze: 5099
Parola: terra - Occorrenze: 3852
Parola: il - Occorrenze: 3840
Parola: al - Occorrenze: 3840
Parola: cielo - Occorrenze: 2568
Parola: da - Occorrenze: 2568
Parola: campi - Occorrenze: 2568
Parola: case - Occorrenze: 2568
Parola: si - Occorrenze: 2568
Parola: gli - Occorrenze: 2568
Parola: abitanti - Occorrenze: 2568
Parola: una - Occorrenze: 2568
Parola: portava - Occorrenze: 2568
Parola: a - Occorrenze: 2568
Parola: colline - Occorrenze: 2556
Parola: semplicit - Occorrenze: 2556
Parola: delle - Occorrenze: 2556
Parola: paese - Occorrenze: 1284
Parola: tranquillo - Occorrenze: 1284
Parola: sotto - Occorrenze: 1284
Parola: sereno - Occorrenze: 1284
Parola: sorgeva - Occorrenze: 1284
Parola: piccolo - Occorrenze: 1284
Parola: circondato - Occorrenze: 1284
Parola: verdi - Occorrenze: 1284
Parola: ondulate - Occorrenze: 1284
Parola: dalla - Occorrenze: 1284
Parola: struttura - Occorrenze: 1284
Parola: semplice - Occorrenze: 1284
Parola: allineavano - Occorrenze: 1284
Parola: lungo - Occorrenze: 1284
Parola: stradine - Occorrenze: 1284
Parola: polverose - Occorrenze: 1284
Parola: conducevano - Occorrenze: 1284
Parola: placida - Occorrenze: 1284
Parola: laboriosa - Occorrenze: 1284
Parola: nelle - Occorrenze: 1284
Parola: giornate - Occorrenze: 1284
Parola: assolate - Occorrenze: 1284
Parola: agricoltori - Occorrenze: 1284
Parola: aravano - Occorrenze: 1284
Parola: vecchi - Occorrenze: 1284
Parola: aratri - Occorrenze: 1284
Parola: trainati - Occorrenze: 1284
Parola: cavalli - Occorrenze: 1284
Parola: robusti - Occorrenze: 1284
